current_status_date,sponsor_role,link,display_number,party,title
1973-12-18,"{'website': '', 'description': ""Representative for Pennsylvania's 11th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'PA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1973-01-03', 'id': 16403, 'congress_numbers': [93], 'title_long': 'Representative', 'enddate': '1975-01-03', 'senator_rank': None, 'person': 404164, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 11, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/93/hr8877,H.R. 8877,Democrat,"H.R. 8877 (93rd): Departments of Labor, and Health, Education, and Welfare Appropriations Act"
1974-05-28,"{'website': '', 'description': ""Representative for Michigan's 14th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'MI', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1973-01-03', 'id': 29049, 'congress_numbers': [93], 'title_long': 'Representative', 'enddate': '1975-01-03', 'senator_rank': None, 'person': 408111, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 14, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/93/hr5621,H.R. 5621,Democrat,"H.R. 5621 (93rd): An Act to amend title 10, United States Code, to provide for the presentation of a flag of the United States for deceased members of the Ready Reserve and for deceased members of the Reserve who die after completing twenty years of serv"
1974-12-31,"{'description': 'Senator from North Carolina', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class3', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'NC', 'startdate': '1969-01-03', 'title_long': 'Senator', 'senator_class_label': 'Class 3', 'congress_numbers': [91, 92, 93], 'enddate': '1975-01-03', 'person': 403898, 'party': 'Democrat', 'id': 15558, 'district': None}",https://www.govtrack.us/congress/bills/93/s3418,S. 3418,Democrat,"S. 3418 (93rd): An Act to amend title 5, United States Code, by adding a section 552a, to safeguard individual privacy from the misuse of Federal records, to provide that individuals be granted access to records concerning them which are maintained by Fe"
1974-07-10,"{'description': 'Senator from Indiana', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class1', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'IN', 'startdate': '1971-01-21', 'title_long': 'Senator', 'senator_class_label': 'Class 1', 'congress_numbers': [92, 93, 94], 'enddate': '1977-01-03', 'person': 405170, 'party': 'Democrat', 'id': 19716, 'district': None}",https://www.govtrack.us/congress/bills/93/s3705,S. 3705,Democrat,"S. 3705 (93rd): An original bill to amend title 38, United States Code, to provide a 10-year delimiting period for the pursuit of educational programs by veterans, wives, and widows."
1973-12-28,"{'description': 'Senator from Rhode Island', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class1', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'RI', 'startdate': '1971-01-21', 'title_long': 'Senator', 'senator_class_label': 'Class 1', 'congress_numbers': [92, 93, 94], 'enddate': '1977-01-03', 'person': 408508, 'party': 'Democrat', 'id': 30278, 'district': None}",https://www.govtrack.us/congress/bills/93/s2316,S. 2316,Democrat,S. 2316 (93rd): A bill to authorize the disposal of copper from the national stockpile and the supplemental stockpile.
1973-07-09,"{'website': '', 'description': ""Representative for Michigan's 17th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'MI', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1973-01-03', 'id': 18649, 'congress_numbers': [93], 'title_long': 'Representative', 'enddate': '1975-01-03', 'senator_rank': None, 'person': 404816, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 17, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/93/hr7445,H.R. 7445,Democrat,"H.R. 7445 (93rd): An Act to extend the Renegotiation Act of 1951 for one year, and for other purposes."
1973-12-28,"{'description': 'Senator from Indiana', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class1', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'IN', 'startdate': '1971-01-21', 'title_long': 'Senator', 'senator_class_label': 'Class 1', 'congress_numbers': [92, 93, 94], 'enddate': '1977-01-03', 'person': 405170, 'party': 'Democrat', 'id': 19716, 'district': None}",https://www.govtrack.us/congress/bills/93/s2794,S. 2794,Democrat,"S. 2794 (93rd): A bill to amend chapter 36 of title 38, United States Code, to authorize the Administrator of Veterans’ Affairs to continue making educational assistance and subsistence allowance payments to eligible veterans and eligible persons during "
1973-12-28,"{'description': 'Senator from Missouri', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class1', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'MO', 'startdate': '1971-01-21', 'title_long': 'Senator', 'senator_class_label': 'Class 1', 'congress_numbers': [92, 93, 94], 'enddate': '1977-01-03', 'person': 410586, 'party': 'Democrat', 'id': 36945, 'district': None}",https://www.govtrack.us/congress/bills/93/s2498,S. 2498,Democrat,S. 2498 (93rd): A bill to authorize the disposal of zinc from the national stockpile and the supplemental stockpile.
1974-10-15,"{'website': '', 'description': ""Representative for Pennsylvania's 12th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'PA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1973-01-03', 'id': 33844, 'congress_numbers': [93], 'title_long': 'Representative', 'enddate': '1975-01-03', 'senator_rank': None, 'person': 409612, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 12, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/93/hr4861,H.R. 4861,Republican,"H.R. 4861 (93rd): An Act to amend the act of October 4, 1961, providing for the preservation and protection of certain lands known as Piscataway Park in Prince Georges and Charles Counties, Maryland, and for other purposes."
1974-10-18,"{'website': '', 'description': ""Representative for Florida's 1st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'FL', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1973-01-03', 'id': 34740, 'congress_numbers': [93], 'title_long': 'Representative', 'enddate': '1975-01-03', 'senator_rank': None, 'person': 409900, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 1, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/93/hr11537,H.R. 11537,Democrat,"H.R. 11537 (93rd): A bill to extend and expand the authority for carrying out conservation and rehabilitation programs on military reservations, and to authorize the implementation of such programs on certain public lands."
1973-05-16,"{'website': '', 'description': ""Representative for Kentucky's 7th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'KY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1973-01-03', 'id': 30645, 'congress_numbers': [93], 'title_long': 'Representative', 'enddate': '1975-01-03', 'senator_rank': None, 'person': 408633, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 7, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/93/hjres393,H.J.Res. 393,Democrat,H.J.Res. 393 (93rd): Joint resolution to amend the Education Amendments of 1972 to extend the authorization of the National Commission on the Financing of Post-secondary Education and the period within which it must make its final report.
1973-12-08,"{'website': '', 'description': ""Representative for Ohio's 19th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'OH', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1973-01-03', 'id': 10495, 'congress_numbers': [93], 'title_long': 'Representative', 'enddate': '1975-01-03', 'senator_rank': None, 'person': 402312, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 19, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/93/hr2207,H.R. 2207,Democrat,H.R. 2207 (93rd): For the relief of Joseph C. Leeba.
1973-12-05,"{'website': '', 'description': ""Representative for California's 30th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1973-01-03', 'id': 33341, 'congress_numbers': [93], 'title_long': 'Representative', 'enddate': '1975-01-03', 'senator_rank': None, 'person': 409446, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 30, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/93/hr1367,H.R. 1367,Democrat,H.R. 1367 (93rd): For the relief of Bertha Alicia Sierra.
1974-05-06,"{'description': 'Senator from Mississippi', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class1', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'MS', 'startdate': '1971-01-21', 'title_long': 'Senator', 'senator_class_label': 'Class 1', 'congress_numbers': [92, 93, 94], 'enddate': '1977-01-03', 'person': 410315, 'party': 'Democrat', 'id': 36168, 'district': None}",https://www.govtrack.us/congress/bills/93/s2770,S. 2770,Democrat,"S. 2770 (93rd): A bill to amend chapter 5 of title 37, United States Code, to revise the special pay structure relating to medical officers of the uniformed services."
1973-10-18,"{'description': 'Senator from Colorado', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class3', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'CO', 'startdate': '1969-01-03', 'title_long': 'Senator', 'senator_class_label': 'Class 3', 'congress_numbers': [91, 92, 93], 'enddate': '1975-01-03', 'person': 403522, 'party': 'Republican', 'id': 14361, 'district': None}",https://www.govtrack.us/congress/bills/93/s396,S. 396,Republican,"S. 396 (93rd): A bill for the relief of Harold C. and Vera L. Adler, doing business as the Adler Construction Company."
1973-12-05,"{'website': '', 'description': ""Representative for Illinois's 11th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'IL', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1973-01-03', 'id': 6016, 'congress_numbers': [93], 'title_long': 'Representative', 'enddate': '1975-01-03', 'senator_rank': None, 'person': 400895, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 11, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/93/hr2628,H.R. 2628,Democrat,H.R. 2628 (93rd): For the relief of Anka Kosanovic.
1973-10-18,"{'website': '', 'description': ""Representative for Ohio's 18th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'OH', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1973-01-03', 'id': 20066, 'congress_numbers': [93], 'title_long': 'Representative', 'enddate': '1975-01-03', 'senator_rank': None, 'person': 405275, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 18, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/93/hr7645,H.R. 7645,Democrat,H.R. 7645 (93rd): Department of State Appropriations Authorization Act
1974-10-04,"{'website': '', 'description': ""Representative for Illinois's 24th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'IL', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1973-01-03', 'id': 18394, 'congress_numbers': [93], 'title_long': 'Representative', 'enddate': '1975-01-03', 'senator_rank': None, 'person': 404750, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 24, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/93/hr5507,H.R. 5507,Democrat,"H.R. 5507 (93rd): A bill to authorize the conveyance to the city of Salem, Ill., of a statue of William Jennings Bryan."
1974-10-24,"{'description': 'Senator from Arkansas', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class2', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'AR', 'startdate': '1973-01-03', 'title_long': 'Senator', 'senator_class_label': 'Class 2', 'congress_numbers': [93, 94, 95], 'enddate': '1977-12-31', 'person': 407342, 'party': 'Democrat', 'id': 26547, 'district': None}",https://www.govtrack.us/congress/bills/93/s2348,S. 2348,Democrat,"S. 2348 (93rd): A bill to amend the Canal Zone Code to transfer the functions of the Clerk of the U.S. District Court for the District of the Canal Zone with respect to the issuance and recording of marriage licenses, and related activities, to the civil"
1975-01-02,"{'website': '', 'description': ""Representative for Wisconsin's 2nd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'WI', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1973-01-03', 'id': 22903, 'congress_numbers': [93], 'title_long': 'Representative', 'enddate': '1975-01-03', 'senator_rank': None, 'person': 406191, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 2, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/93/hr7599,H.R. 7599,Democrat,H.R. 7599 (93rd): A bill to amend the Trademark Act of 1946 and title 35 of the United States Code to change the name of the Patent Office to the “Patent and Trademark Office”.
1973-09-19,"{'website': '', 'description': ""Representative for California's 25th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1973-01-03', 'id': 40047, 'congress_numbers': [93], 'title_long': 'Representative', 'enddate': '1975-01-03', 'senator_rank': None, 'person': 411605, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 25, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/93/hjres695,H.J.Res. 695,Republican,"H.J.Res. 695 (93rd): Joint resolution authorizing the President to proclaim the period of September 15, 1973 through October 15, 1973, as “Johnny Horizon ‘76 Clean Up America Month”."
1974-09-03,"{'website': '', 'description': ""Representative for Kentucky's 6th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'KY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1973-01-03', 'id': 8663, 'congress_numbers': [93], 'title_long': 'Representative', 'enddate': '1975-01-03', 'senator_rank': None, 'person': 401745, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 6, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/93/hr6485,H.R. 6485,Democrat,H.R. 6485 (93rd): A bill to amend the tobacco marketing quota provisions of the Agricultural Adjustment Act of 1938.
1974-05-31,"{'description': 'Senator from Indiana', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class1', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'IN', 'startdate': '1971-01-21', 'title_long': 'Senator', 'senator_class_label': 'Class 1', 'congress_numbers': [92, 93, 94], 'enddate': '1977-01-03', 'person': 405170, 'party': 'Democrat', 'id': 19716, 'district': None}",https://www.govtrack.us/congress/bills/93/s3072,S. 3072,Democrat,"S. 3072 (93rd): An Act to amend title 38, United States Code, to increase the rates of disability compensation for disabled veterans; to increase the rates of dependency and indemnity compensation for their survivors; and for other purposes."
1975-01-02,"{'website': '', 'description': ""Representative for Wisconsin's 9th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'WI', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1973-01-03', 'id': 13464, 'congress_numbers': [93], 'title_long': 'Representative', 'enddate': '1975-01-03', 'senator_rank': None, 'person': 403238, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 9, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/93/hr2208,H.R. 2208,Republican,"H.R. 2208 (93rd): For the relief of Raymond W. Suchy, second lieutenant, United States Army (retired)."
1973-07-06,"{'description': 'Senator from Illinois', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class2', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'IL', 'startdate': '1973-01-03', 'title_long': 'Senator', 'senator_class_label': 'Class 2', 'congress_numbers': [93, 94, 95], 'enddate': '1979-01-03', 'person': 408625, 'party': 'Republican', 'id': 30614, 'district': None}",https://www.govtrack.us/congress/bills/93/s1972,S. 1972,Republican,S. 1972 (93rd): A bill to further amend the U.S. Information and Educational Exchange Act of 1948.
1973-12-11,"{'website': '', 'description': ""Representative for Arizona's 2nd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'AZ', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1973-01-03', 'id': 38297, 'congress_numbers': [93], 'title_long': 'Representative', 'enddate': '1975-01-03', 'senator_rank': None, 'person': 411025, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 2, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/93/hr4448,H.R. 4448,Democrat,"H.R. 4448 (93rd): For the relief of 1st Lt. John P. Dunn, Army of the United States, retired."
1974-09-30,"{'description': 'Senator from Oregon', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class3', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'OR', 'startdate': '1969-01-03', 'title_long': 'Senator', 'senator_class_label': 'Class 3', 'congress_numbers': [91, 92, 93], 'enddate': '1975-01-03', 'person': 408420, 'party': 'Republican', 'id': 30030, 'district': None}",https://www.govtrack.us/congress/bills/93/sjres244,S.J.Res. 244,Republican,S.J.Res. 244 (93rd): Joint resolution to extend termination date of Export-Import Bank.
1975-01-02,"{'website': '', 'description': ""Representative for California's 24th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1973-01-03', 'id': 33297, 'congress_numbers': [93], 'title_long': 'Representative', 'enddate': '1975-01-03', 'senator_rank': None, 'person': 409430, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 24, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/93/hr3339,H.R. 3339,Republican,H.R. 3339 (93rd): An Act for the relief of Delmira DeBow.
