current_status_date,sponsor_role,link,display_number,party,title
2008-06-26,"{'website': 'http://www.house.gov/ros-lehtinen', 'description': ""Representative for Florida's 18th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'FL', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '2007-01-04', 'id': 2907, 'congress_numbers': [110], 'title_long': 'Representative', 'enddate': '2009-01-03', 'senator_rank': None, 'person': 400344, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 18, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/110/hr3913,H.R. 3913,Republican,H.R. 3913 (110th): To amend the International Center Act to authorize the lease or sublease of certain property described in such Act to an entity other than a foreign government or international organization if certain conditions are met.
2007-12-21,"{'website': 'http://obey.house.gov', 'description': ""Representative for Wisconsin's 7th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'WI', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '2007-01-04', 'id': 2505, 'congress_numbers': [110], 'title_long': 'Representative', 'enddate': '2009-01-03', 'senator_rank': None, 'person': 400300, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 7, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/110/hjres72,H.J.Res. 72,Democrat,"H.J.Res. 72 (110th): Making further continuing appropriations for the fiscal year 2008, and for other purposes."
2008-10-08,"{'website': 'http://www.house.gov/ehlers', 'description': ""Representative for Michigan's 3rd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'MI', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '2007-01-04', 'id': 979, 'congress_numbers': [110], 'title_long': 'Representative', 'enddate': '2009-01-03', 'senator_rank': None, 'person': 400119, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 3, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/110/hr6460,H.R. 6460,Republican,H.R. 6460 (110th): Great Lakes Legacy Reauthorization Act of 2008
2007-08-08,"{'website': 'http://www.house.gov/velazquez', 'description': ""Representative for New York's 12th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '2007-01-04', 'id': 3540, 'congress_numbers': [110], 'title_long': 'Representative', 'enddate': '2009-01-03', 'senator_rank': None, 'person': 400416, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 12, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/110/hr3206,H.R. 3206,Democrat,"H.R. 3206 (110th): To provide for an additional temporary extension of programs under the Small Business Act and the Small Business Investment Act of 1958 through December 15, 2007, and for other purposes."
2008-07-15,"{'website': 'http://www.house.gov/poe', 'description': ""Representative for Texas's 2nd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'TX', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '2007-01-04', 'id': 5199, 'congress_numbers': [110], 'title_long': 'Representative', 'enddate': '2009-01-03', 'senator_rank': None, 'person': 400652, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 2, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/110/hr5517,H.R. 5517,Republican,"H.R. 5517 (110th): To designate the facility of the United States Postal Service located at 7231 FM 1960 in Humble, Texas, as the “Texas Military Veterans Post Office”."
2008-10-08,"{'website': 'http://www.house.gov/westmoreland', 'description': ""Representative for Georgia's 3rd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'GA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '2007-01-04', 'id': 5117, 'congress_numbers': [110], 'title_long': 'Representative', 'enddate': '2009-01-03', 'senator_rank': None, 'person': 400627, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 3, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/110/hr3229,H.R. 3229,Republican,H.R. 3229 (110th): National Infantry Museum and Soldier Center Commemorative Coin Act
2007-10-24,"{'website': 'http://space.house.gov', 'description': ""Representative for Ohio's 18th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'OH', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '2007-01-04', 'id': 41748, 'congress_numbers': [110], 'title_long': 'Representative', 'enddate': '2009-01-03', 'senator_rank': None, 'person': 412229, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 18, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/110/hr3052,H.R. 3052,Democrat,"H.R. 3052 (110th): To designate the facility of the United States Postal Service located at 954 Wheeling Avenue in Cambridge, Ohio, as the “John Herschel Glenn, Jr. Post Office Building”."
2007-07-05,"{'description': 'Senator from New Mexico', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class2', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': 'http://domenici.senate.gov', 'state': 'NM', 'startdate': '2003-01-07', 'title_long': 'Senator', 'senator_class_label': 'Class 2', 'congress_numbers': [108, 109, 110], 'enddate': '2009-01-03', 'person': 300036, 'party': 'Republican', 'id': 3982, 'district': None}",https://www.govtrack.us/congress/bills/110/s229,S. 229,Republican,"S. 229 (110th): A bill to redesignate a Federal building in Albuquerque, New Mexico, as the “Raymond G. Murphy Department of Veterans Affairs Medical Center”."
2008-12-19,"{'website': 'http://bishop.house.gov', 'description': ""Representative for Georgia's 2nd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'GA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '2007-01-04', 'id': 234, 'congress_numbers': [110], 'title_long': 'Representative', 'enddate': '2009-01-03', 'senator_rank': None, 'person': 400030, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 2, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/110/hr6859,H.R. 6859,Democrat,"H.R. 6859 (110th): To designate the facility of the United States Postal Service located at 1501 South Slappey Boulevard in Albany, Georgia, as the “Dr. Walter Carl Gordon, Jr. Post Office Building”."
2008-07-15,"{'website': 'http://www.house.gov/ehlers', 'description': ""Representative for Michigan's 3rd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'MI', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '2007-01-04', 'id': 979, 'congress_numbers': [110], 'title_long': 'Representative', 'enddate': '2009-01-03', 'senator_rank': None, 'person': 400119, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 3, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/110/hr5479,H.R. 5479,Republican,"H.R. 5479 (110th): To designate the facility of the United States Postal Service located at 117 North Kidd Street in Ionia, Michigan, as the “Alonzo Woodruff Post Office Building”."
2007-06-21,"{'description': 'Senator from Delaware', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class2', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': 'http://biden.senate.gov', 'state': 'DE', 'startdate': '2003-01-07', 'title_long': 'Senator', 'senator_class_label': 'Class 2', 'congress_numbers': [108, 109, 110], 'enddate': '2009-01-03', 'person': 300008, 'party': 'Democrat', 'id': 3834, 'district': None}",https://www.govtrack.us/congress/bills/110/s676,S. 676,Democrat,S. 676 (110th): A bill to provide that the Executive Director of the Inter-American Development Bank or the Alternate Executive Director of the Inter-American Development Bank may serve on the Board of Directors of the Inter-American Foundation.
2007-11-19,"{'description': 'Senator from California', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class1', 'phone': '202-224-3841', 'senator_rank': None, 'extra': {'office': '331 Hart Senate Office Building', 'contact_form': 'http://www.feinstein.senate.gov/public/index.cfm/e-mail-me', 'fax': '202-228-3954', 'address': '331 HART SENATE OFFICE BUILDING WASHINGTON DC 20510'}, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': 'http://feinstein.senate.gov', 'state': 'CA', 'startdate': '2007-01-04', 'title_long': 'Senator', 'senator_class_label': 'Class 1', 'congress_numbers': [110, 111, 112], 'enddate': '2013-01-03', 'person': 300043, 'party': 'Democrat', 'id': 4017, 'district': None}",https://www.govtrack.us/congress/bills/110/s2206,S. 2206,Democrat,"S. 2206 (110th): A bill to provide technical corrections to Public Law 109-116 (2 U.S.C. 2131a note) to extend the time period for the Joint Committee on the Library to enter into an agreement to obtain a statue of Rosa Parks, and for other purposes."
2008-02-29,"{'website': 'http://www.house.gov/gutierrez', 'description': ""Representative for Illinois's 4th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'IL', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '2007-01-04', 'id': 1327, 'congress_numbers': [110], 'title_long': 'Representative', 'enddate': '2009-01-03', 'senator_rank': None, 'person': 400163, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 4, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/110/hr5478,H.R. 5478,Democrat,H.R. 5478 (110th): To provide for the continued minting and issuance of certain $1 coins in 2008.
2008-10-07,"{'website': 'http://www.house.gov/ros-lehtinen', 'description': ""Representative for Florida's 18th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'FL', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '2007-01-04', 'id': 2907, 'congress_numbers': [110], 'title_long': 'Representative', 'enddate': '2009-01-03', 'senator_rank': None, 'person': 400344, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 18, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/110/hr5834,H.R. 5834,Republican,H.R. 5834 (110th): North Korean Human Rights Reauthorization Act of 2008
2007-06-30,"{'website': 'http://rangel.house.gov', 'description': ""Representative for New York's 15th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '2007-01-04', 'id': 2810, 'congress_numbers': [110], 'title_long': 'Representative', 'enddate': '2009-01-03', 'senator_rank': None, 'person': 400333, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 15, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/110/hr1830,H.R. 1830,Democrat,"H.R. 1830 (110th): To extend the authorities of the Andean Trade Preference Act until February 29, 2008."
2007-09-29,,https://www.govtrack.us/congress/bills/110/hjres43,H.J.Res. 43,NA,H.J.Res. 43 (110th): Increasing the statutory limit on the public debt.
2008-09-15,"{'website': 'http://rangel.house.gov', 'description': ""Representative for New York's 15th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '2007-01-04', 'id': 2810, 'congress_numbers': [110], 'title_long': 'Representative', 'enddate': '2009-01-03', 'senator_rank': None, 'person': 400333, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 15, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/110/hr6532,H.R. 6532,Democrat,H.R. 6532 (110th): To amend the Internal Revenue Code of 1986 to restore the Highway Trust Fund balance.
