current_status_date,sponsor_role,link,display_number,party,title
1998-10-14,"{'description': 'Senator from Texas', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class1', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'TX', 'startdate': '1995-01-04', 'title_long': 'Senator', 'senator_class_label': 'Class 1', 'congress_numbers': [104, 105, 106], 'enddate': '2001-01-03', 'person': 300054, 'party': 'Republican', 'id': 4072, 'district': None}",https://www.govtrack.us/congress/bills/105/s414,S. 414,Republican,S. 414 (105th): Ocean Shipping Reform Act of 1998
1998-11-10,"{'website': '', 'description': ""Representative for California's 24th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 3129, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 400371, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 24, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hr1794,H.R. 1794,Democrat,H.R. 1794 (105th): For the relief of Mai Hoa “Jasmine” Salehi.
1997-09-30,"{'website': '', 'description': ""Representative for California's 2nd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 1427, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 400176, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 2, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hr63,H.R. 63,Republican,"H.R. 63 (105th): To designate the reservoir created by Trinity Dam in the Central Valley project, California, as “Trinity Lake”."
1997-03-17,"{'description': 'Senator from Delaware', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class1', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'DE', 'startdate': '1995-01-04', 'title_long': 'Senator', 'senator_class_label': 'Class 1', 'congress_numbers': [104, 105, 106], 'enddate': '2001-01-03', 'person': 400565, 'party': 'Republican', 'id': 4763, 'district': None}",https://www.govtrack.us/congress/bills/105/sjres5,S.J.Res. 5,Republican,S.J.Res. 5 (105th): A joint resolution waiving certain provisions of the Trade Act of 1974 relating to the appointment of the United States Trade Representative.
1998-02-11,"{'description': 'Senator from Connecticut', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class3', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'CT', 'startdate': '1993-01-05', 'title_long': 'Senator', 'senator_class_label': 'Class 3', 'congress_numbers': [103, 104, 105], 'enddate': '1999-01-03', 'person': 300034, 'party': 'Democrat', 'id': 3973, 'district': None}",https://www.govtrack.us/congress/bills/105/s1349,S. 1349,Democrat,"S. 1349 (105th): A bill to authorize the Secretary of Transportation to issue a certificate of documentation with appropriate endorsement for employment in the coastwise trade for the vessel PRINCE NOVA, and for other purposes."
1997-11-12,"{'website': '', 'description': ""Representative for Florida's 8th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'FL', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 4953, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 400596, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 8, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hr2464,H.R. 2464,Republican,H.R. 2464 (105th): Immigration Vaccine bill
1998-11-10,"{'website': '', 'description': ""Representative for North Carolina's 6th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NC', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 568, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 400076, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 6, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hr3723,H.R. 3723,Republican,"H.R. 3723 (105th): United States Patent and Trademark Office Reauthorization Act, Fiscal Year 1999"
1998-10-12,"{'website': '', 'description': ""Representative for Louisiana's 1st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'LA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 25074, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 406863, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 1, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hjres134,H.J.Res. 134,Republican,H.J.Res. 134 (105th): Continuing Appropriation FY99 (Third)
1998-03-20,"{'website': '', 'description': ""Representative for Iowa's 1st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'IA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 1918, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 400236, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 1, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hr3116,H.R. 3116,Republican,H.R. 3116 (105th): Examination Parity and Year 2000 Readiness for Financial Institutions Act
1997-11-12,"{'description': 'Senator from Colorado', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class3', 'phone': None, 'senator_rank': None, 'extra': {'party_affiliations': [{'party': 'Democrat', 'start': '1993-01-05', 'end': '1995-03-03'}, {'party': 'Republican', 'start': '1995-03-03', 'end': '1999-01-03'}]}, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'CO', 'startdate': '1993-01-05', 'title_long': 'Senator', 'senator_class_label': 'Class 3', 'congress_numbers': [103, 104, 105], 'enddate': '1999-01-03', 'person': 300017, 'party': 'Republican', 'id': 3895, 'district': None}",https://www.govtrack.us/congress/bills/105/s589,S. 589,Republican,"S. 589 (105th): A bill to provide for a boundary adjustment and land conveyance involving the Raggeds Wilderness, White River National Forest, Colorado, to correct the effects of earlier erroneous land surveys."
1998-07-29,"{'website': '', 'description': ""Representative for Colorado's 3rd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CO', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 2191, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 400265, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 3, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hr2217,H.R. 2217,Republican,"H.R. 2217 (105th): To extend the deadline under the Federal Power Act applicable to the construction of FERC Project Number 9248 in the State of Colorado, and for other purposes."
1998-11-13,"{'description': 'Senator from North Carolina', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class2', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'NC', 'startdate': '1997-01-07', 'title_long': 'Senator', 'senator_class_label': 'Class 2', 'congress_numbers': [105, 106, 107], 'enddate': '2003-01-03', 'person': 300154, 'party': 'Republican', 'id': 4702, 'district': None}",https://www.govtrack.us/congress/bills/105/s1397,S. 1397,Republican,S. 1397 (105th): Centennial of Flight Commemoration Act
1997-11-19,"{'description': 'Senator from South Carolina', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class2', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'SC', 'startdate': '1997-01-07', 'title_long': 'Senator', 'senator_class_label': 'Class 2', 'congress_numbers': [105, 106, 107], 'enddate': '2003-01-03', 'person': 300157, 'party': 'Republican', 'id': 4724, 'district': None}",https://www.govtrack.us/congress/bills/105/s813,S. 813,Republican,S. 813 (105th): Veterans’ Cemetery Protection Act of 1997
1998-03-09,"{'description': 'Senator from New Jersey', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class2', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'NJ', 'startdate': '1997-01-07', 'title_long': 'Senator', 'senator_class_label': 'Class 2', 'congress_numbers': [105, 106, 107], 'enddate': '2003-01-03', 'person': 300156, 'party': 'Democrat', 'id': 4715, 'district': None}",https://www.govtrack.us/congress/bills/105/s985,S. 985,Democrat,"S. 985 (105th): A bill to designate the post office located at 194 Ward Street in Patterson, New Jersey, as the “Larry Doby Post Office”."
1998-08-14,"{'description': 'Senator from Mississippi', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class1', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'MS', 'startdate': '1995-01-04', 'title_long': 'Senator', 'senator_class_label': 'Class 1', 'congress_numbers': [104, 105, 106], 'enddate': '2001-01-03', 'person': 300069, 'party': 'Republican', 'id': 4175, 'district': None}",https://www.govtrack.us/congress/bills/105/sjres54,S.J.Res. 54,Republican,S.J.Res. 54 (105th): A joint resolution finding the Government of Iraq in unacceptable and material breach of its international obligations.
1998-07-29,"{'website': '', 'description': ""Representative for New Mexico's 1st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NM', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 33936, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1998-03-25', 'senator_rank': None, 'person': 409633, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 1, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hr1273,H.R. 1273,Republican,H.R. 1273 (105th): National Science Foundation Authorization Act of 1998
1998-08-13,"{'description': 'Senator from Utah', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class1', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'UT', 'startdate': '1995-01-04', 'title_long': 'Senator', 'senator_class_label': 'Class 1', 'congress_numbers': [104, 105, 106], 'enddate': '2001-01-03', 'person': 300052, 'party': 'Republican', 'id': 4061, 'district': None}",https://www.govtrack.us/congress/bills/105/s1759,S. 1759,Republican,S. 1759 (105th): A bill to grant a Federal charter to the American GI Forum of the United States.
1997-12-01,"{'description': 'Senator from South Carolina', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class2', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'SC', 'startdate': '1997-01-07', 'title_long': 'Senator', 'senator_class_label': 'Class 2', 'congress_numbers': [105, 106, 107], 'enddate': '2003-01-03', 'person': 300157, 'party': 'Republican', 'id': 4724, 'district': None}",https://www.govtrack.us/congress/bills/105/s1507,S. 1507,Republican,S. 1507 (105th): A bill to amend the National Defense Authorization Act for Fiscal Year 1998 to make certain technical corrections.
1998-04-24,"{'website': '', 'description': ""Representative for Tennessee's 2nd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'TN', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 948, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 400116, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 2, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hr2843,H.R. 2843,Republican,H.R. 2843 (105th): Aviation Medical Assistance Act of 1998
1998-07-16,"{'website': '', 'description': ""Representative for New Mexico's 2nd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NM', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 4524, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 400534, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 2, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hr3035,H.R. 3035,Republican,H.R. 3035 (105th): National Drought Policy Act of 1998
1998-07-16,"{'website': '', 'description': ""Representative for North Carolina's 10th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NC', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 114, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 400015, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 10, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hr2877,H.R. 2877,Republican,H.R. 2877 (105th): To amend the Occupational Safety and Health Act of 1970.
1997-06-27,"{'description': 'Senator from Wyoming', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class1', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'WY', 'startdate': '1995-01-04', 'title_long': 'Senator', 'senator_class_label': 'Class 1', 'congress_numbers': [104, 105, 106], 'enddate': '2001-01-03', 'person': 300097, 'party': 'Republican', 'id': 4336, 'district': None}",https://www.govtrack.us/congress/bills/105/s342,S. 342,Republican,"S. 342 (105th): A bill to extend certain privileges, exemptions, and immunities to Hong Kong Economic and Trade Offices."
1998-10-14,"{'website': '', 'description': 'Representative for Alaska At Large', 'role_type_label': 'Representative', 'current': False, 'state': 'AK', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 3773, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 400440, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 0, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hr4068,H.R. 4068,Republican,"H.R. 4068 (105th): To make certain technical corrections in laws relating to Native Americans, and for other purposes."
1997-11-12,"{'description': 'Senator from Colorado', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class3', 'phone': None, 'senator_rank': None, 'extra': {'party_affiliations': [{'party': 'Democrat', 'start': '1993-01-05', 'end': '1995-03-03'}, {'party': 'Republican', 'start': '1995-03-03', 'end': '1999-01-03'}]}, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'CO', 'startdate': '1993-01-05', 'title_long': 'Senator', 'senator_class_label': 'Class 3', 'congress_numbers': [103, 104, 105], 'enddate': '1999-01-03', 'person': 300017, 'party': 'Republican', 'id': 3895, 'district': None}",https://www.govtrack.us/congress/bills/105/s591,S. 591,Republican,S. 591 (105th): A bill to transfer the Dillon Ranger District in the Arapaho National Forest to the White River National Forest in the State of Colorado.
1997-04-14,"{'website': '', 'description': ""Representative for Washington's 4th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'WA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 1388, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 400171, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 4, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hr412,H.R. 412,Republican,H.R. 412 (105th): Oroville-Tonasket Claims Settlement and Conveyance Act
1997-11-13,"{'website': '', 'description': 'Representative for Wyoming At Large', 'role_type_label': 'Representative', 'current': False, 'state': 'WY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 695, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 400088, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 0, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hr708,H.R. 708,Republican,"H.R. 708 (105th): To require the Secretary of the Interior to conduct a study concerning grazing use of certain land within and adjacent to Grand Teton National Park, Wyoming, and to extend temporarily certain grazing privileges."
1998-11-10,"{'website': '', 'description': ""Representative for Virginia's 1st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'VA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 4793, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 400569, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 1, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hr1834,H.R. 1834,Republican,H.R. 1834 (105th): For the relief of Mercedes Del Carmen Quiroz Martinez Cruz.
1998-10-27,"{'description': 'Senator from Arizona', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class1', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'AZ', 'startdate': '1995-01-04', 'title_long': 'Senator', 'senator_class_label': 'Class 1', 'congress_numbers': [104, 105, 106], 'enddate': '2001-01-03', 'person': 300062, 'party': 'Republican', 'id': 4134, 'district': None}",https://www.govtrack.us/congress/bills/105/s1892,S. 1892,Republican,"S. 1892 (105th): A bill to provide that a person closely related to a judge of a court exercising judicial power under article III of the United States Constitution (other than the Supreme Court) may not be appointed as a judge of the same court, and for "
1997-12-02,"{'description': 'Senator from Michigan', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class1', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'MI', 'startdate': '1995-01-04', 'title_long': 'Senator', 'senator_class_label': 'Class 1', 'congress_numbers': [104, 105, 106], 'enddate': '2001-01-03', 'person': 400555, 'party': 'Republican', 'id': 4733, 'district': None}",https://www.govtrack.us/congress/bills/105/s1565,S. 1565,Republican,S. 1565 (105th): A bill to make technical corrections to the Nicaraguan Adjustment and Central American Relief Act.
1997-12-05,"{'website': '', 'description': ""Representative for California's 23rd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 1176, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 400144, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 23, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hr1493,H.R. 1493,Republican,"H.R. 1493 (105th): To require the Attorney General to establish a program in local prisons to identify, prior to arraignment, criminal aliens and aliens who are unlawfully present in the United States, and for other purposes."
1997-11-26,"{'website': '', 'description': ""Representative for Texas's 26th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'TX', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 4657, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 400551, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 26, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hjres103,H.J.Res. 103,Republican,H.J.Res. 103 (105th): Waiving certain enrollment requirements with respect to certain specified bills of the One Hundred Fifth Congress.
1997-11-19,"{'website': '', 'description': ""Representative for Ohio's 17th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'OH', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 5053, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 400611, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 17, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hr2129,H.R. 2129,Democrat,"H.R. 2129 (105th): To designate the United States Post Office located at 150 North 3rd Street in Steubenville, Ohio, as the “Douglas Applegate Post Office”."
1998-07-29,"{'website': '', 'description': ""Representative for New York's 31st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1997-01-07', 'id': 1519, 'congress_numbers': [105], 'title_long': 'Representative', 'enddate': '1999-01-03', 'senator_rank': None, 'person': 400188, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 31, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/105/hr3156,H.R. 3156,Republican,H.R. 3156 (105th): To present a congressional gold medal to Nelson Rolihlahla Mandela.
