current_status_date,sponsor_role,link,display_number,party,title
1978-10-30,"{'website': '', 'description': ""Representative for California's 6th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 9759, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 402098, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 6, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr1777,H.R. 1777,Democrat,H.R. 1777 (95th): A bill for the relief of Cathy Gee Yuen.
1978-10-28,"{'website': '', 'description': ""Representative for Florida's 4th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'FL', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 10937, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 402463, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 4, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr1402,H.R. 1402,Democrat,H.R. 1402 (95th): A bill for the relief of Rosario A. Calvin.
1978-10-27,"{'website': '', 'description': ""Representative for Pennsylvania's 4th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'PA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 15237, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 403787, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 4, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hjres489,H.J.Res. 489,Democrat,H.J.Res. 489 (95th): A joint resolution granting the status of permanent residence to certain aliens.
1978-09-30,"{'website': '', 'description': ""Representative for Illinois's 1st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'IL', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 27567, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 407660, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 1, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr1427,H.R. 1427,Democrat,H.R. 1427 (95th): A bill for the relief of Marie Grant.
1977-08-15,"{'website': '', 'description': ""Representative for Utah's 1st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'UT', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 27027, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 407485, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 1, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr7589,H.R. 7589,Democrat,H.R. 7589 (95th): Military Construction Appropriation Act
1978-09-30,"{'website': '', 'description': ""Representative for New York's 28th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 36549, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 410455, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 28, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr3702,H.R. 3702,Democrat,H.R. 3702 (95th): Uniformed Services Survivors Benefits Amendments
1978-03-27,"{'website': '', 'description': ""Representative for Virginia's 8th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'VA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 19558, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 405119, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 8, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr2761,H.R. 2761,Democrat,H.R. 2761 (95th): A bill for the relief of Su-Hwan Choe.
1978-10-18,"{'website': '', 'description': ""Representative for New York's 17th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 28881, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 408062, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 17, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr6503,H.R. 6503,Democrat,"H.R. 6503 (95th): An Act to amend the Intercoastal Shipping Act, 1933, and for other purposes."
1978-10-28,"{'website': '', 'description': ""Representative for New York's 31st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 27969, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 407783, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 31, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr6934,H.R. 6934,Republican,H.R. 6934 (95th): A bill for the relief of Donna Marainne Benney.
1978-10-05,"{'website': '', 'description': ""Representative for Virginia's 8th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'VA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 19558, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 405119, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 8, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr12508,H.R. 12508,Democrat,"H.R. 12508 (95th): A bill to amend the Immigration and Nationality Act to facilitate the admission into the United States of more than two adopted children, and to provide for the expeditious naturalization of adopted children."
1978-10-10,"{'website': '', 'description': ""Representative for Washington's 4th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'WA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 26666, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 407370, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 4, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr10581,H.R. 10581,Democrat,"H.R. 10581 (95th): An Act relating to judgment funds awarded by the Indian Claims Commission to certain Indian tribes, and for other purposes."
1978-09-30,"{'website': '', 'description': ""Representative for Georgia's 10th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'GA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 6827, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 401155, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 10, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr5097,H.R. 5097,Democrat,H.R. 5097 (95th): A bill for the relief of Dr. Daryl C. Johnson.
1977-11-14,"{'website': '', 'description': ""Representative for Illinois's 8th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'IL', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 33249, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 409422, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 8, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr4458,H.R. 4458,Democrat,"H.R. 4458 (95th): An Act to amend provisions of the Internal Revenue Code of 1954 relating to distilled spirits, and for other purposes."
1978-10-28,"{'website': '', 'description': ""Representative for Pennsylvania's 4th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'PA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 15237, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 403787, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 4, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr2758,H.R. 2758,Democrat,H.R. 2758 (95th): A bill for the relief of Carmen Prudence Hernandez.
1978-11-09,"{'website': '', 'description': ""Representative for New York's 38th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 23164, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 406255, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 38, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr5037,H.R. 5037,Republican,H.R. 5037 (95th): National Energy Conservation Policy Act
1978-07-21,"{'website': '', 'description': ""Representative for Texas's 6th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'TX', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 37343, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 410692, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 6, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr11232,H.R. 11232,Democrat,"H.R. 11232 (95th): An Act to authorize appropriations to carry out the Standard Reference Data Act, and to authorize appropriations for the National Bureau of Standards."
1978-10-25,"{'website': '', 'description': ""Representative for Rhode Island's 1st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'RI', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 35849, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 410231, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 1, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr10161,H.R. 10161,Democrat,"H.R. 10161 (95th): An Act for the relief of Eastern Telephone Supply and Manufacturing, Incorporated, and other matters."
1977-11-10,"{'website': '', 'description': ""Representative for Kentucky's 7th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'KY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 30647, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 408633, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 7, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr1139,H.R. 1139,Democrat,H.R. 1139 (95th): National School Lunch Act and Child Nutrition Amendments
1978-10-24,"{'website': '', 'description': ""Representative for New York's 17th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 28881, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 408062, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 17, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr11658,H.R. 11658,Democrat,"H.R. 11658 (95th): A bill to amend title XI of the Merchant Marine Act, 1936, to permit the guarantee of obligations for financing Great Lakes vessels in an amount not exceeding 87 1/2 per centum of the actual or depreciated actual cost of each vessel."
1977-11-08,"{'website': '', 'description': ""Representative for New York's 24th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 29936, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 408386, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 24, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr2850,H.R. 2850,Democrat,"H.R. 2850 (95th): An Act to suspend until the close of June 30, 1978, the duty on certain latex sheets, and for other purposes."
1977-10-18,"{'website': '', 'description': ""Representative for Pennsylvania's 2nd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'PA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 29331, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 408197, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 2, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr9354,H.R. 9354,Democrat,"H.R. 9354 (95th): A bill to amend the act of August 25, 1958, with respect to staff allowances for former Presidents."
1978-10-24,"{'website': '', 'description': ""Representative for Michigan's 9th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'MI', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 38599, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 411119, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 9, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr12165,H.R. 12165,Republican,"H.R. 12165 (95th): An Act to extend until the close of June 30, 1981, the existing suspension of duties on certain metal waste and scrap, unwrought metal, and other articles of metal, and for other purposes."
1977-11-01,"{'website': '', 'description': ""Representative for Pennsylvania's 21st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'PA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 13918, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 403393, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 21, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr3744,H.R. 3744,Democrat,H.R. 3744 (95th): Fair Labor Standards Amendments
1978-11-09,"{'website': '', 'description': ""Representative for New York's 30th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 26865, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 407433, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 30, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr5146,H.R. 5146,Republican,H.R. 5146 (95th): Powerplant and Industrial Fuel Use Act
1978-06-19,"{'website': '', 'description': ""Representative for Michigan's 16th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'MI', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 875, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 400110, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 16, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr130,H.R. 130,Democrat,H.R. 130 (95th): Petroleum Marketing Practices Act
1977-04-19,"{'website': '', 'description': ""Representative for Rhode Island's 1st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'RI', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 35849, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 410231, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 1, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr3365,H.R. 3365,Democrat,H.R. 3365 (95th): An Act to extend the authority for the flexible regulation of interest rates on deposits and accounts in depository institutions.
1978-10-21,"{'website': '', 'description': ""Representative for New York's 19th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 2795, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 400333, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 19, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr12051,H.R. 12051,Democrat,H.R. 12051 (95th): A bill relating to the application of certain provisions of the Internal Revenue Code of 1954 to specified transactions by certain public employee retirement systems created by the State of New York or any of its political subdivisions.
1978-10-28,"{'website': '', 'description': ""Representative for Indiana's 1st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'IN', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 7439, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 401355, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 1, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr7419,H.R. 7419,Democrat,H.R. 7419 (95th): A bill for the relief of Vasilios Georgios Valcanos.
1978-10-25,"{'website': '', 'description': 'Representative for Wyoming At Large', 'role_type_label': 'Representative', 'current': False, 'state': 'WY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 33130, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 409386, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 0, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr10587,H.R. 10587,Democrat,H.R. 10587 (95th): Public Range Lands Improvement Act
1978-06-19,"{'website': '', 'description': ""Representative for California's 39th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 40049, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 411605, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 39, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr3996,H.R. 3996,Republican,"H.R. 3996 (95th): An Act for the relief of Young Hee Kim Kang and her children, Hee Jae Kang, Hee Jin Kang, and Hee Soo Kang."
1978-10-27,"{'website': '', 'description': ""Representative for California's 29th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 19917, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 405236, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 29, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr50,H.R. 50,Democrat,H.R. 50 (95th): Full Employment and Balanced Growth Act
1978-04-06,"{'website': '', 'description': ""Representative for Florida's 14th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'FL', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 30601, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 408621, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 14, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr5383,H.R. 5383,Democrat,H.R. 5383 (95th): Age Discrimination in Employment Act Amendments
1978-02-21,"{'website': '', 'description': ""Representative for Michigan's 13th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'MI', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 14150, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 403462, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 13, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr7766,H.R. 7766,Democrat,H.R. 7766 (95th): A bill to authorize the Mayor of the District of Columbia to enter into an agreement with the U.S. Postal Service with respect to the use of certain public air space in the District of Columbia.
1978-10-28,"{'website': '', 'description': ""Representative for Massachusetts's 6th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'MA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1977-01-04', 'id': 19532, 'congress_numbers': [95], 'title_long': 'Representative', 'enddate': '1979-01-03', 'senator_rank': None, 'person': 405108, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 6, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/95/hr1931,H.R. 1931,Democrat,H.R. 1931 (95th): A bill for the relief of Juana Todd Atherley.
