current_status_date,sponsor_role,link,display_number,party,title
1988-10-28,"{'description': 'Senator from Iowa', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class2', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'IA', 'startdate': '1985-01-03', 'title_long': 'Senator', 'senator_class_label': 'Class 2', 'congress_numbers': [99, 100, 101], 'enddate': '1991-01-03', 'person': 300051, 'party': 'Democrat', 'id': 4053, 'district': None}",https://www.govtrack.us/congress/bills/100/s1727,S. 1727,Democrat,S. 1727 (100th): National Deafness and Other Communications Disorders Act of 1988
1988-10-28,"{'description': 'Senator from New Mexico', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class1', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'NM', 'startdate': '1983-01-03', 'title_long': 'Senator', 'senator_class_label': 'Class 1', 'congress_numbers': [98, 99, 100], 'enddate': '1989-01-03', 'person': 300009, 'party': 'Democrat', 'id': 3836, 'district': None}",https://www.govtrack.us/congress/bills/100/s2545,S. 2545,Democrat,"S. 2545 (100th): A bill to redesignate Salinas National Monument in the State of New Mexico, and for other purposes."
1988-06-27,"{'description': 'Senator from Nebraska', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class2', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'NE', 'startdate': '1985-01-03', 'title_long': 'Senator', 'senator_class_label': 'Class 2', 'congress_numbers': [99, 100, 101], 'enddate': '1991-01-03', 'person': 403962, 'party': 'Democrat', 'id': 15746, 'district': None}",https://www.govtrack.us/congress/bills/100/s1960,S. 1960,Democrat,"S. 1960 (100th): A bill to designate the Federal Building located at 215 17th Street in Omaha, Nebraska, as the “Edward Zorinsky Federal Building”."
1988-09-22,"{'website': '', 'description': ""Representative for Texas's 6th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'TX', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1987-01-06', 'id': 133, 'congress_numbers': [100], 'title_long': 'Representative', 'enddate': '1989-01-03', 'senator_rank': None, 'person': 400018, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 6, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/100/hr2701,H.R. 2701,Republican,H.R. 2701 (100th): A bill to amend the Natural Gas Policy Act of 1978 to remove certain contract duration and right of first refusal requirements.
1987-04-07,"{'website': '', 'description': ""Representative for Michigan's 15th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'MI', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1987-01-06', 'id': 16641, 'congress_numbers': [100], 'title_long': 'Representative', 'enddate': '1989-01-03', 'senator_rank': None, 'person': 404220, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 15, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/100/hr1505,H.R. 1505,Democrat,H.R. 1505 (100th): A bill making technical corrections relating to the Federal Employees’ Retirement System.
1988-10-24,"{'website': '', 'description': ""Representative for Illinois's 15th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'IL', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1987-01-06', 'id': 25708, 'congress_numbers': [100], 'title_long': 'Representative', 'enddate': '1989-01-03', 'senator_rank': None, 'person': 407069, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 15, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/100/hr4345,H.R. 4345,Republican,H.R. 4345 (100th): United States Grain Standards Act Amendments of 1988
1988-10-28,"{'website': '', 'description': ""Representative for Texas's 9th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'TX', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1987-01-06', 'id': 8904, 'congress_numbers': [100], 'title_long': 'Representative', 'enddate': '1989-01-03', 'senator_rank': None, 'person': 401837, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 9, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/100/hr5052,H.R. 5052,Democrat,H.R. 5052 (100th): A bill to amend title 31 of the United States Code to provide for a transfer of control of the General Accounting Office Building and to improve the administration of the General Accounting Office.
1988-10-25,"{'website': '', 'description': ""Representative for Rhode Island's 2nd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'RI', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1987-01-06', 'id': 33963, 'congress_numbers': [100], 'title_long': 'Representative', 'enddate': '1989-01-03', 'senator_rank': None, 'person': 409644, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 2, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/100/hjres648,H.J.Res. 648,Republican,H.J.Res. 648 (100th): A joint resolution to encourage increased international cooperation to protect biological diversity.
1988-08-20,"{'website': '', 'description': ""Representative for Minnesota's 4th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'MN', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1987-01-06', 'id': 5061, 'congress_numbers': [100], 'title_long': 'Representative', 'enddate': '1989-01-03', 'senator_rank': None, 'person': 400612, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 4, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/100/hr1860,H.R. 1860,Democrat,H.R. 1860 (100th): Federal Land Exchange Facilitation Act of 1988
1988-03-25,"{'description': 'Senator from Louisiana', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class2', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'LA', 'startdate': '1985-01-03', 'title_long': 'Senator', 'senator_class_label': 'Class 2', 'congress_numbers': [99, 100, 101], 'enddate': '1991-01-03', 'person': 406084, 'party': 'Democrat', 'id': 22538, 'district': None}",https://www.govtrack.us/congress/bills/100/sjres216,S.J.Res. 216,Democrat,S.J.Res. 216 (100th): A joint resolution approving the location of the Black Revolutionary War Patriots Memorial.
1988-08-14,"{'website': '', 'description': ""Representative for Mississippi's 1st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'MS', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1987-01-06', 'id': 39952, 'congress_numbers': [100], 'title_long': 'Representative', 'enddate': '1989-01-03', 'senator_rank': None, 'person': 411587, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 1, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/100/hr5026,H.R. 5026,Democrat,"H.R. 5026 (100th): Dire Emergency Supplemental Appropriations Act, 1988"
1987-12-04,"{'description': 'Senator from Michigan', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class1', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'MI', 'startdate': '1983-01-03', 'title_long': 'Senator', 'senator_class_label': 'Class 1', 'congress_numbers': [98, 99, 100], 'enddate': '1989-01-03', 'person': 409225, 'party': 'Democrat', 'id': 32555, 'district': None}",https://www.govtrack.us/congress/bills/100/s1452,S. 1452,Democrat,S. 1452 (100th): Securities and Exchange Commission Authorization Act of 1987
1988-03-29,"{'website': '', 'description': ""Representative for Maryland's 6th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'MD', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1987-01-06', 'id': 9993, 'congress_numbers': [100], 'title_long': 'Representative', 'enddate': '1989-01-03', 'senator_rank': None, 'person': 402159, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 6, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/100/hr3967,H.R. 3967,Democrat,"H.R. 3967 (100th): A bill to amend the Department of Defense Authorization Act, 1985, to extend medical benefits for certain former spouses."
1988-05-30,"{'website': '', 'description': ""Representative for Michigan's 15th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'MI', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1987-01-06', 'id': 16641, 'congress_numbers': [100], 'title_long': 'Representative', 'enddate': '1989-01-03', 'senator_rank': None, 'person': 404220, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 15, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/100/hr1386,H.R. 1386,Democrat,H.R. 1386 (100th): A bill for the relief of Marsha D. Christopher.
1988-11-03,"{'website': '', 'description': ""Representative for Florida's 12th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'FL', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1987-01-06', 'id': 24863, 'congress_numbers': [100], 'title_long': 'Representative', 'enddate': '1989-01-03', 'senator_rank': None, 'person': 406790, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 12, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/100/hr4686,H.R. 4686,Republican,H.R. 4686 (100th): Aviation Safety Research Act of 1988
1988-10-14,"{'website': '', 'description': ""Representative for South Dakota's 1st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'SD', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1987-01-06', 'id': 4104, 'congress_numbers': [100], 'title_long': 'Representative', 'enddate': '1989-01-03', 'senator_rank': None, 'person': 300058, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 1, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/100/hr4267,H.R. 4267,Democrat,H.R. 4267 (100th): A bill to authorize additional appropriations for the WEB Rural Water Development Project.
1987-12-24,"{'website': '', 'description': ""Representative for Nebraska's 1st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NE', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1987-01-06', 'id': 170, 'congress_numbers': [100], 'title_long': 'Representative', 'enddate': '1989-01-03', 'senator_rank': None, 'person': 400023, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 1, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/100/hr2639,H.R. 2639,Republican,H.R. 2639 (100th): A bill to repeal the Brown-Stevens Act concerning certain Indian Tribes in the State of Nebraska.
1987-08-04,"{'description': 'Senator from New York', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class1', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'NY', 'startdate': '1983-01-03', 'title_long': 'Senator', 'senator_class_label': 'Class 1', 'congress_numbers': [98, 99, 100], 'enddate': '1989-01-03', 'person': 400563, 'party': 'Democrat', 'id': 4752, 'district': None}",https://www.govtrack.us/congress/bills/100/s1020,S. 1020,Democrat,S. 1020 (100th): A bill to create the office of Librarian of Congress Emeritus.
1987-10-26,"{'description': 'Senator from Alaska', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class2', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'AK', 'startdate': '1985-01-03', 'title_long': 'Senator', 'senator_class_label': 'Class 2', 'congress_numbers': [99, 100, 101], 'enddate': '1991-01-03', 'person': 300094, 'party': 'Republican', 'id': 4320, 'district': None}",https://www.govtrack.us/congress/bills/100/s1666,S. 1666,Republican,"S. 1666 (100th): A bill to amend title 5, United States Code, to provide for the extension of physicians comparability allowances and to amend title 37, United States Code, to provide for special pay for psychologists in the commissioned corps of the Publ"
1987-08-20,"{'website': '', 'description': ""Representative for Pennsylvania's 23rd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'PA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1987-01-06', 'id': 11530, 'congress_numbers': [100], 'title_long': 'Representative', 'enddate': '1989-01-03', 'senator_rank': None, 'person': 402657, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 23, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/100/hr3085,H.R. 3085,Republican,"H.R. 3085 (100th): A bill to amend the Water Resources Development Act of 1986 relating to the level of flood protection provided by the flood control project for Lock Haven, Pennsylvania."
1988-10-13,"{'description': 'Senator from New Jersey', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class2', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'NJ', 'startdate': '1985-01-03', 'title_long': 'Senator', 'senator_class_label': 'Class 2', 'congress_numbers': [99, 100, 101], 'enddate': '1991-01-03', 'person': 401709, 'party': 'Democrat', 'id': 8563, 'district': None}",https://www.govtrack.us/congress/bills/100/s1165,S. 1165,Democrat,"S. 1165 (100th): A bill to authorize the Secretary of the Interior to provide for the development and operation of a visitor and environmental education center in the Pinelands National Reserve, in the State of New Jersey."
1988-10-18,"{'description': 'Senator from Maine', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class2', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'ME', 'startdate': '1985-01-03', 'title_long': 'Senator', 'senator_class_label': 'Class 2', 'congress_numbers': [99, 100, 101], 'enddate': '1991-01-03', 'person': 402727, 'party': 'Republican', 'id': 11740, 'district': None}",https://www.govtrack.us/congress/bills/100/s496,S. 496,Republican,S. 496 (100th): Computer Matching and Privacy Protection Act of 1988
1987-12-29,"{'website': '', 'description': ""Representative for New York's 18th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'NY', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1987-01-06', 'id': 17297, 'congress_numbers': [100], 'title_long': 'Representative', 'enddate': '1989-01-03', 'senator_rank': None, 'person': 404422, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 18, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/100/hr3289,H.R. 3289,Democrat,H.R. 3289 (100th): A bill to amend the Export-Import Bank Act of 1945.
1988-10-28,"{'website': '', 'description': ""Representative for California's 45th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1987-01-06', 'id': 1548, 'congress_numbers': [100], 'title_long': 'Representative', 'enddate': '1989-01-03', 'senator_rank': None, 'person': 400191, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 45, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/100/hr990,H.R. 990,Republican,H.R. 990 (100th): Imperial Valley College Barker Museum Land Transfer Act of 1988
1988-05-30,"{'website': '', 'description': ""Representative for California's 10th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'CA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1987-01-06', 'id': 15203, 'congress_numbers': [100], 'title_long': 'Representative', 'enddate': '1989-01-03', 'senator_rank': None, 'person': 403776, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 10, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/100/hr4083,H.R. 4083,Democrat,"H.R. 4083 (100th): A bill to amend title 5, United States Code, to authorize the establishment of the Federal Bureau of Investigation and Drug Enforcement Administration Senior Executive Service, and for other purposes."
1987-05-29,"{'description': 'Senator from Arizona', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class1', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'AZ', 'startdate': '1983-01-03', 'title_long': 'Senator', 'senator_class_label': 'Class 1', 'congress_numbers': [98, 99, 100], 'enddate': '1989-01-03', 'person': 403346, 'party': 'Democrat', 'id': 13766, 'district': None}",https://www.govtrack.us/congress/bills/100/s942,S. 942,Democrat,"S. 942 (100th): A bill to amend title 5, United States Code, to extend the pay retention provisions of such title to certain prevailing rate employees in the Tucson wage area whose basic pay would otherwise be subject to reduction pursuant to a wage surve"
1987-12-17,"{'website': '', 'description': ""Representative for Massachusetts's 1st congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'MA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1987-01-06', 'id': 12116, 'congress_numbers': [100], 'title_long': 'Representative', 'enddate': '1989-01-03', 'senator_rank': None, 'person': 402833, 'party': 'Republican', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 1, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/100/hjres412,H.J.Res. 412,Republican,"H.J.Res. 412 (100th): A joint resolution to congratulate King Bhumibol Adulyadej of Thailand on his 60th birthday on December 5, 1987."
1988-05-20,"{'website': '', 'description': ""Representative for Pennsylvania's 2nd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'PA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1987-01-06', 'id': 18403, 'congress_numbers': [100], 'title_long': 'Representative', 'enddate': '1989-01-03', 'senator_rank': None, 'person': 404752, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 2, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/100/hr2889,H.R. 2889,Democrat,H.R. 2889 (100th): A bill for the relief of Frances Silver.
1988-06-17,"{'website': '', 'description': ""Representative for Minnesota's 4th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'MN', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1987-01-06', 'id': 5061, 'congress_numbers': [100], 'title_long': 'Representative', 'enddate': '1989-01-03', 'senator_rank': None, 'person': 400612, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 4, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/100/hr4799,H.R. 4799,Democrat,"H.R. 4799 (100th): A bill to extend the withdrawal of certain public lands in Lincoln County, Nevada."
1988-11-08,"{'website': '', 'description': ""Representative for Washington's 7th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'WA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1987-01-06', 'id': 25375, 'congress_numbers': [100], 'title_long': 'Representative', 'enddate': '1989-01-03', 'senator_rank': None, 'person': 406974, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 7, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/100/hr4211,H.R. 4211,Democrat,"H.R. 4211 (100th): A bill to reauthorize the National Ocean Pollution Planning Act of 1978 for fiscal years 1989 and 1990, and for other purposes."
1988-06-28,"{'description': 'Senator from Ohio', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class1', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'OH', 'startdate': '1983-01-03', 'title_long': 'Senator', 'senator_class_label': 'Class 1', 'congress_numbers': [98, 99, 100], 'enddate': '1989-01-03', 'person': 407663, 'party': 'Democrat', 'id': 27577, 'district': None}",https://www.govtrack.us/congress/bills/100/s2167,S. 2167,Democrat,S. 2167 (100th): National Appliance Energy Conservation Amendments of 1988
1988-02-29,"{'description': 'Senator from California', 'role_type_label': 'Senator', 'caucus': None, 'leadership_title': None, 'senator_class': 'class3', 'phone': None, 'senator_rank': None, 'extra': None, 'role_type': 'senator', 'title': 'Sen.', 'current': False, 'website': '', 'state': 'CA', 'startdate': '1987-01-06', 'title_long': 'Senator', 'senator_class_label': 'Class 3', 'congress_numbers': [100, 101, 102], 'enddate': '1993-01-03', 'person': 402990, 'party': 'Democrat', 'id': 12615, 'district': None}",https://www.govtrack.us/congress/bills/100/s2022,S. 2022,Democrat,S. 2022 (100th): Veterans’ Home Loan Program Emergency Amendments of 1988
1988-10-31,"{'website': '', 'description': ""Representative for Florida's 4th congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'FL', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1987-01-06', 'id': 10942, 'congress_numbers': [100], 'title_long': 'Representative', 'enddate': '1989-01-03', 'senator_rank': None, 'person': 402463, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 4, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/100/hr3559,H.R. 3559,Democrat,H.R. 3559 (100th): A bill to authorize the acquisition of 25 acres to be used for an administrative headquarters for Canaveral National Seashore.
1988-06-28,"{'website': '', 'description': ""Representative for Louisiana's 2nd congressional district"", 'role_type_label': 'Representative', 'current': False, 'state': 'LA', 'leadership_title': None, 'phone': None, 'caucus': None, 'startdate': '1987-01-06', 'id': 8089, 'congress_numbers': [100], 'title_long': 'Representative', 'enddate': '1989-01-03', 'senator_rank': None, 'person': 401560, 'party': 'Democrat', 'senator_class': None, 'role_type': 'representative', 'extra': None, 'district': 2, 'title': 'Rep.'}",https://www.govtrack.us/congress/bills/100/hr2203,H.R. 2203,Democrat,H.R. 2203 (100th): A bill to increase the amount authorized to be appropriated with respect to the Sewall-Belmont House National Historic Site.
